"Term","NES","padj","LeadingEdgeGenes"
"Neural Precursor Cell Proliferation",1.65765867730336,0.0103860919278024,"PTPRZ1;WNT5A;DBN1;ASPM;FOXO1;SOX5;BTG2;IGF1;LIMS2;SMO;TEAD3;CEP120;ARHGEF2;MELK;FGFR1;KIF14;NAP1L1;EML1;PDE9A;SPINT1;DCT;MDK;FOXG1;RYK;HHIP;KCTD11;FLNA;SLC16A2;KDM1A;FZD3"
"Regulation of Mitotic Nuclear Division",1.66057112720873,0.0104407862280719,"BUB1;LRP5;TTK;UBE2C;MKI67;IGF1;BIRC5;BUB1B;PDGFB;INSR;DUSP1;PLK1;DLGAP5;ESPL1;CHEK1;ZWINT;CDC20;SKA3;NFE2L1;PHIP;FBXO5;MAD2L2;CENPF;L3MBTL1;NUSAP1;CUL9;SMPD3;USP44;MAD1L1;INCENP;SH2B1;NEK2;TOM1L2;LCMT1;NDC80;CCNB1"
"Response to Cocaine",1.79200868483243,0.0105008278729193,"HOMER2;CRHBP;FOSB;ABAT;CCNA2;HDAC5;DNMT3A;FYN;MAPRE3;HOMER1;SLC1A3;TGM2;EHMT2;CHRNB2"
"Negative Regulation of Cell Growth",1.6090987906537,0.0107139829820523,"WNT5A;SEMA5A;OSGIN2;TGFB2;ESR2;NRP1;PTPRS;SEMA6C;ENPP1;BCL11A;ING1;TSPYL2;BRCA1;PRDM11;FOXP1;CDKN2C;BCL2;PAK1;ULK2;VGLL4;CDKN2AIP;TCHP;CDH1;SMARCA2;TP53;BMPR2;MAG;RYK;GSK3A;NPPA;GDF9;ULK1"
"Positive Regulation of Fat Cell Differentiation",1.732247725606,0.0114167906879812,"PIM1;ZBTB16;CBX4;LRP5;SAV1;ZFP36;ZBTB7B;CMKLR1;CDS1;LPL;SNAI2;CREBL2;SOX13"
"Gland Morphogenesis",1.66846904776155,0.0114958441600838,"WNT5A;LRP5;IGF1;TGFB2;LIMS2;NRP1;IGFBP5;SEMA3C;NTN4;BCL2;TBX3;DDR1;FGFR1;SNAI2;TNFAIP3;MDK;ESRP2;RARG;EGFR;CYP7B1;SOX9;TGFB3;TGM2;GDF7;PDGFA;CSF1;CAPN1;FGFR2;CRIP1;ESR1;PTCH1;CEACAM1;DAG1;CEBPB;TWSG1;WNT4;GLI1"
"Positive Regulation of Chromosome Segregation",1.78853766052373,0.0118025325513976,"NCAPG;BIRC5;RCC2;NUMA1;CDK1;SMC6;SKA3;NCAPH;NCAPD2;CDC6;NCAPH2;MAD1L1;NCAPD3;INCENP;CCNB1;NCAPG2;HNRNPU"
"Nadh Dehydrogenase Complex Assembly",-1.96239418167974,0.012070991873792,"NDUFS3;TIMMDC1;NDUFAF1;NDUFS8;NDUFS5;NDUFA6;TMEM126A;NDUFC2;NDUFAF2;LYRM2;NDUFA13;NDUFS4;TMEM186;NDUFS1;TMEM70;TMEM126B;NDUFS6"
"Regulation of Nuclear Division",1.62177671734776,0.012070991873792,"WNT5A;BUB1;LRP5;TTK;UBE2C;MKI67;IGF1;BIRC5;BUB1B;PDGFB;INSR;DUSP1;PLK1;DLGAP5;ESPL1;CHEK1;ZWINT;CDC20;SKA3;NFE2L1;PHIP;FBXO5;MAD2L2;CENPF;L3MBTL1;NUSAP1;CUL9;SMPD3;USP44;FZR1;MAD1L1;INCENP;SH2B1;NEK2;TOM1L2;LCMT1;NDC80;CCNB1"
"Axis Elongation",1.82657158916594,0.0122202252957358,"WNT5A;VANGL2;NKD1;MED12;PTK7;SOX9;TRIM28;FGFR2;ESR1"
"Dolichol Linked Oligosaccharide Biosynthetic Process",-1.95785538432059,0.0123631844559835,"ALG3;ALG1;SRD5A3;ALG8;ALG5;NUS1;ALG10;DPAGT1;DPM1;MPDU1;ALG12;ALG6"
"Organelle Fission",1.40931684949042,0.0123631844559835,"WNT5A;PRICKLE1;ASPM;KIFC1;BUB1;LRP5;CCNB1IP1;KIF11;TTK;UBE2C;MKI67;KIF23;NCAPG;IGF1;DDHD1;CDKN1C;BIRC5;CENPE;BUB1B;CENPA;PDGFB;PRC1;INSR;ANLN;EPS8;DUSP1;KIF2C;NUMA1;KIF15;PLK1;KIF4A;MYBL2;DLGAP5;ING2;UBE2S;KIF18A;SKA2;ESPL1;KIF14;CDK1;RAD54L;CHEK1;ZWINT;CDC20;TOP2A;CEP55;HSPA2;SKA3;MOV10L1;CEP192;PSMC3IP;NFE2L1;MAP9;PHIP;REEP4;RBM46;TDRD12;FBXO5;MAD2L2;AKAP8L;SPAG5;MUS81;MZT1;RAD51B;RAD51D;CENPF;CDC25B;FLNA;EHMT2;L3MBTL1;NCAPH;BRCA2;CDC14A;BAG6;SUN1;OFD1;NUSAP1;CLASP1;CUL9;SMPD3;FANCD2;NCAPD2;KIF22;USP44;PPP1R9B;FZR1;KLHDC3;NCAPH2;PTTG1;MAD1L1;CENPV;MASTL;CHMP4C;NCAPD3;INCENP;SH2B1;SLX4;CEP97;NEK2;TOM1L2;LCMT1;NDC80;CCNB1;SIRT1;EME1;FOXJ2;WNT4;DCTN2"
"Negative Regulation of Growth",1.54928450714826,0.0125701197173273,"WNT5A;SEMA5A;OSGIN2;SOCS2;SAV1;TGFB2;ESR2;NRP1;PTPRS;IGFBP5;SEMA6C;ENPP1;BCL11A;ING1;TLL2;TSPYL2;BRCA1;PRDM11;FOXP1;CDKN2C;BCL2;PAK1;ULK2;VGLL4;CDKN2AIP;TCHP;CDH1;SMARCA2;TP53;BMPR2;WWC3;MAG;RYK;GSK3A;NPPA;GDF9;WWC2;ULK1"
"Mesenchymal Cell Migration",1.78145818989674,0.0126064063350395,"SEMA5A;SEMA7A;NRP1;SEMA4A;SEMA6C;HAND2;SEMA3C;SMO;EFNB1;FN1;EDNRB;PHACTR4;SEMA3A;SEMA4C;SEMA3B;NRP2"
"Cardiocyte Differentiation",1.60549248530124,0.0126788983702287,"MYH11;SIK1;PRICKLE1;HES1;IGF1;TGFB2;HAND2;SEMA3C;NRG1;KCNJ8;GREB1L;MYOCD;VCAM1;FOXP1;PAK1;TBX3;JAG1;SOX6;CDK1;GSK3A;SGCD;NPPA;EGFR;LMNA;SRF;GATA6"
"Nephron Development",1.59769537125518,0.0126788983702287,"NPNT;DCHS1;COL4A3;COL4A4;DCHS2;HES1;CD24;VANGL2;PDGFB;HEYL;HS3ST3A1;SMO;CITED1;GREB1L;ITGA3;BCL2;JAG1;GZF1;EGR1;AQP1;PDGFD;PAX8;EDNRB;KLHL3;SOX9;NOTCH3;EXT1;CTNNBIP1;ASXL1;PDGFA;KIRREL3;KIF26B;SMAD4;PTCH1;PROM1;PKD1;WT1;AGT;WNT4;LAMB2"
"Phospholipase c Activating g Protein Coupled Receptor Signaling Pathway",1.64542662857529,0.0129903396659922,"FSHR;WNT5A;CASR;DGKA;ADRA2A;INPP5A;GPR157;SELE;DGKQ;PRKCG;MC1R;OPRL1;PLCB4;CMKLR1;EDNRB;DGKZ;PRKD2;TACR2;HOMER1;PLCB3;TGM2;F2R;HCRTR1;ESR1;CX3CR1;C3AR1;AGT;DGKD;PRKD1;GNA11;BICD1;GPR143;FPR3;P2RY2;DGKE"
"Regulation of Vasculature Development",1.49175136372466,0.0135181778426442,"WNT5A;SEMA5A;COL4A3;ID1;JUP;ADAM12;AKT3;PTGIS;VASH2;TGFB2;NRP1;SEMA4A;ERBB2;PTPRM;DAB2IP;BRCA1;F3;HMOX1;RHOB;IL10;HPSE;AQP1;FGF18;TNFSF12;SMAD1;FYN;THBS1;ISM1;C3;KLF4;PRKD2;TNFAIP3;MDK;PLK2;SASH1;APLNR;TLR3;TSPAN12;EPN1;JAK1;TGM2;GPNMB;GATA6;CHRNA7;STIM1;C6;FOXO4;ZNF304;RRAS;ALOX5;CX3CR1;AMOT;SEMA6A;CEACAM1;TJP1;GAB1;RELA;C3AR1;SIRT1;FOXJ2;EFNA1;ECM1;WNT4;PLCG1;ROCK2;FKBPL;HMGA2;KLF2;PRKD1"
"Positive Regulation of Neurogenesis",1.55632202254423,0.0136791522156266,"PTPRZ1;SEMA5A;CDH4;DBN1;ASPM;HES1;EGR2;SEMA7A;ROBO3;CDKL5;NRP1;TIAM2;SKIL;BCL11A;SMO;FZD4;PAK1;PLXNB1;GDI1;FN1;NAP1L1;CHODL;SPINT1;BMPR2;DCT;PTPRD;MDK;NTRK2;MAPRE3;MAG;FOXG1;CRABP2;LIMK1;STAU2;PARP6;TGM2;ZFYVE27;SRF;KDM1A;FZD3;FXR2"
"Muscle Organ Development",1.49843564123043,0.013953516845002,"ID3;S100B;EGR2;ZFPM2;NR4A1;FOS;VANGL2;BTG2;IGF1;TGFB2;DPF3;ALX4;HEYL;NRG1;COL11A1;EGR3;SKIL;SMO;DSP;ATF3;MYOCD;SFMBT1;TLL2;CTF1;SMTN;BCL2;EGR1;SOX6;TNNI3;CAPN3;TCF12;ASS1;COL6A1;CHODL;FOXP2;HBEGF;HOMER1;FOXL2;SGCD;ZBTB42;PRR14;MEF2D;LMNA;HLF;CENPF;DISP1;ARRDC2;SOX15;UBE4B;POU6F1;CHKB;CHD7;DES;FGFR2;FHL3;SMAD4;FOXO4;TEAD4;GPCPD1;EID2;AKIRIN1;EFEMP2;NR2F2;BCL9;USP19;DAG1;WT1;SIRT1;ERBB3;LAMA2;TAGLN;GPC1;SCN11A;UNC45A;HMG20B;XK;PKP2;HEY2;RBM24;SMAD7;ZFHX3;ZNF609;SVIL;LUC7L"
"Positive Regulation of Phosphatidylinositol 3 Kinase Protein Kinase b Signal Transduction",1.54210874691293,0.0140109021244758,"FSHR;WNT5A;SEMA5A;NDP;TNFSF11;IRS1;IGF1;TGFB2;ADRA2A;PDGFB;IGFBP5;MERTK;INSR;C1QTNF1;PIK3CA;PLXNB1;DDR1;FGFR1;FN1;HPSE;PDGFD;FYN;THBS1;AXL;HBEGF;AMBRA1;NTRK2;RYK;EGFR;TCF7L2;GAS6;FERMT2;LIN28A;TYRO3;PDGFA;F2R;IL18;PDGFC;CX3CR1;SELP;DAG1;GAB1;HIP1;EFNA5;SIRT1;ERBB3;AGT;PRKD1;RGL2;PRR5;DDR2;KDR"
"Lysosomal Lumen Acidification",-1.95812696976629,0.0141423064641849,"CREG1;PPT1;CLN5;ATP6AP1;TCIRG1;TMEM9;ATP6AP2;ATP6V1H;CLN3;RNASEK;LAMP2"
"Actin Filament Based Movement",1.64191421722231,0.0142627927715197,"LIMCH1;JUP;CAMK2D;FGF12;SYNE2;ANK2;KCNJ8;DSP;GJA5;KCNQ1;CACNB2;PIK3CA;SCN5A;GJC1;MYO1C;TNNI3;SCN9A;EPDR1;SGCD;AKAP9;MYO5C;MYO1D;KCNJ5;FLNA;CACNA1G;CTNNA3;SCN3B;CACNA1C;SCN4A"
"Osteoblast Differentiation",1.5289340385825,0.0142627927715197,"ID3;SMAD9;NPNT;ID1;CRIM1;LRRC17;SEMA7A;LRP5;IGFBP3;BMP3;IGF1;JUNB;MRC2;IGFBP5;SMAD6;HAND2;SMO;CITED1;TOB1;VCAN;DHH;CEBPD;JAG1;LRP3;SMAD1;SUFU;COL6A1;SNAI2;CDK6;FOSL2;IGFBP2;BMPR2;TPM4;FBXO5;GABBR1;SOX9;ACVR2B;CTNNBIP1;FERMT2;DLX5;SCUBE3;LIMD1;RBMX;WWOX;FGFR2;SMAD4;PTCH1;AXIN2;AKT1"
"Triglyceride Metabolic Process",-1.66609908485606,0.0146565214404867,"PNPLA3;APOC1;PCSK9;GK5;SCARB1;LPIN1;CAT;ABHD5;DDHD2;TMX1;APOE;PTPN11;FBXW7;ACSL1;LIPA;GK;FITM2;INSIG2;TBL1XR1;LPGAT1;GPAM"
"Actin Mediated Cell Contraction",1.64349980182751,0.0146930616707868,"LIMCH1;JUP;CAMK2D;FGF12;ANK2;KCNJ8;DSP;GJA5;KCNQ1;CACNB2;PIK3CA;SCN5A;GJC1;TNNI3;SCN9A;EPDR1;SGCD;AKAP9;KCNJ5;FLNA;CACNA1G;CTNNA3;SCN3B;CACNA1C;SCN4A"
"Chromosome Separation",1.65779478143528,0.0147812404348154,"BUB1;TTK;UBE2C;NCAPG;BIRC5;BUB1B;DUSP1;NUMA1;PLK1;DLGAP5;ESPL1;ZWINT;CDC20;SKA3;FBXO5;MAD2L2;CENPF;NCAPH;NCAPD2;USP44;NCAPH2;MAD1L1;NCAPD3;INCENP;LCMT1;NDC80;CCNB1;DYNLRB1;NCAPG2;IK;CHFR;RB1"
"Regulation of Neural Precursor Cell Proliferation",1.71074375644557,0.0147812404348154,"PTPRZ1;WNT5A;ASPM;FOXO1;BTG2;IGF1;LIMS2;SMO;NAP1L1;PDE9A;SPINT1;DCT;MDK;FOXG1;RYK;KCTD11;FLNA;SLC16A2;KDM1A;FZD3"
"Cotranslational Protein Targeting to Membrane",-1.94987967077511,0.0148357187913776,"SRPRB;SIL1;TRAM2;SSR1;SEC61B;SSR3;SEC61A1;SEC61G;SRP72;SRP68;SRP19;SRP9;TRAM1;SEC63;SSR2;SEC62;SRP14;SRP54"
"Artery Morphogenesis",1.72069478474295,0.0150744137651266,"SOX4;HES1;AKT3;TGFB2;NRP1;HAND2;GJA5;HPGD;MYOCD;JAG1;PRDM1;BMPR2;MDK;NOTCH3;SRF;CHD7;ARID2;APOB;EFEMP2"
"Protein Import into Mitochondrial Matrix",-1.94823568637939,0.0151268232160039,"SAMM50;GRPEL1;TOMM40;ROMO1;TIMM17A;HSPA4;TIMM23;HSP90AA1"
"Cell Cycle G2 m Phase Transition",1.56498286352902,0.0157099038692929,"BIRC5;CCNA2;RCC2;IER3;PLK1;BRCA1;CDK14;FOXM1;MBTPS1;CDK2;MELK;KIF14;CDK1;BRSK1;CHEK1;CDK6;PKIA;TP53;HSPA2;ORC1;PPM1D;FBXO5;PLK3;AKAP8L;CDK5RAP3;RAD51B;CENPF;CDC25B;DTL;DBF4B;FZR1;FOXO4;CDC6;BARD1;MASTL;HUS1B;CHMP4C;RBBP8;NEK2;LCMT1;NDC80;CCNB1;UIMC1;FOXN3;CDC7;TRIM39;SIN3A;BLM;CHFR;ATF5;CLSPN;CTC1;RNASEH2B;RAD21;ZFYVE19;USP22;CCNB2;STOX1;STK35;MARK3;PBX1;SYF2;AURKA;CDC25A;BABAM1"
"Ameboidal Type Cell Migration",1.49866612441994,0.016023426700765,"WNT5A;SEMA5A;SEMA7A;LRP5;AKAP12;DAAM2;KANK1;FAT2;TGFB2;JUN;NRP1;SEMA4A;KANK2;SEMA6C;HAND2;SEMA3C;SMO;ANLN;DAB2IP;RCC2;EFNB1;PDLIM1;SRGAP2;AMOTL2;PAK1;FN1;THBS1;EDNRB;PHACTR4;SEMA3A;HBEGF;BMPR2;SEMA4C;TESK1;SEMA3B;SASH1;DOCK1;SOX9;ACVR2B;NRP2"
"Atrial Septum Development",1.78028837423709,0.016023426700765,"SOX4;WNT5A;TGFB2;ANK2;SMO;GJA5"
"Regulation of Hair Cycle",1.78011439532624,0.016023426700765,"WNT5A;CDH3;TGFB2;SMO;NUMA1;HPSE"
"Regulation of Lysosomal Lumen Ph",-1.91560157402905,0.016023426700765,"CREG1;TMEM165;PPT1;CLN5;ATP6AP1;TCIRG1;TMEM9;ATP6AP2;ATP6V1H;CLN3;RNASEK;SLC7A11;LAMP2"
"Regulation of Oxidative Phosphorylation",-1.97043490045229,0.016023426700765,"AK4;MLXIPL;PPIF;RHOA;SLC25A33"
"Behavior",1.3933729695493,0.0161413394200153,"NLGN4X;HOMER2;FSHR;PTPRZ1;SOBP;NDP;S100B;NPY2R;CASR;EGR2;NR4A3;FGF12;DACH1;CPEB3;CLSTN2;CNTN1;FOS;CRHBP;GATM;FOSB;PRRT1;BTG2;ABAT;SYT11;CCND2;C1QTNF4;PCDH17;HAND2;MAPK8IP2;INSR;EPS8;KCNQ1;AVPR1A;GPR157;NPTX2;ITGA3;ASTN1;ADCY1;FZD4;BCL2;BCL7A;TMOD2;CRTC1;EGR1;SPTBN2;PRKCG;PBX3;MC1R;SLC12A5;CAPS2;BRSK1;SCN9A;CHL1;SPECC1;COL6A1;TMOD1;FYN;SGK1;THBS1;LONRF2;CPT1A;EDNRB;CHST10;FOXP2;TP53;NR4A2;MDK;NTRK2;ADCY3;TACR2;PLK2;MAPRE3;DLG4;HOMER1;AGER;EGFR;NDRG4;ARRDC3;SLC1A3;AFF2;MAN2B1;SLITRK4;SYNGAP1;GNAO1;EXT1;PRKAR1B;ATXN3;CNTN2;KCND2;GRIK2;TUBA1A;CTNS;EHMT2;SRF;CHRNA7;KIRREL3;CHD7;CHRNB2;HCRTR1;PPP1R9B;SNCG"
"Low Density Lipoprotein Particle Clearance",-1.91969891536811,0.0161413394200153,"NR1H4;PCSK9;SCARB1;CSK;CNPY2;NCEH1;ANXA2;LIPA"
"Nucleotide Sugar Biosynthetic Process",-1.9173341698086,0.0161413394200153,"GNPDA1;MPI;GMDS;GMPPB;NANP;GFPT1;CMAS;UXS1;PGM3;PMM2"
"Uterus Development",1.79884608150781,0.0162961514724399,"FSHR;WNT5A;ANTXR2;TGFB2;CDKN1C;GREB1L;MYOCD;COL6A1;FOXL2;SMAD4;ESR1"
"Aldehyde Metabolic Process",-1.74508570073634,0.016853006562819,"IDH1;TPI1;MGAT4A;RDH11;PARK7;ALDH8A1;ALDH1B1;TKT;GRHPR;PDXK;GLO1;ALDH1A3;ALDH3A2;RPE;AKR1C1;ADH5;RPIA;HAGH;AKR1A1;BMP2;TALDO1;CLCN2;AKR7A2;ALPL"
"Proteoglycan Metabolic Process",1.62942077410788,0.016853006562819,"B3GNT7;CHST7;UST;CSGALNACT1;CHST1;VANGL2;IGF1;ADAMTS12;COL11A1;HS3ST3A1;ADAMTS4;IDS;HPSE;CHST14;ST3GAL3;EDNRB;CHST10;B3GNT4;BMPR2;CHST12;HS6ST1;HS3ST1;TCF7L2;EXT1"
"Regulation of Cellular Component Size",1.44469756224478,0.016853006562819,"FSHR;IQGAP3;WNT5A;SEMA5A;CDH4;PLEKHH2;ARHGAP28;AKT3;SEMA7A;PAK3;DAAM2;KANK1;CDKL5;HIP1R;NRP1;FCHSD1;KANK2;PLEKHG2;PTPRS;SEMA6C;SSH3;BCL11A;EPS8;TTL;PIK3CA;SLC12A4;PAK1;TMOD2;ULK2;WNK3;SPTBN2;GDI1;WDTC1;FN1;AQP1;KCNK6;SLC12A5;CDH1;COL6A1;TMOD1;SEMA3A;BMPR2;CDC42EP1;MAG;RARG;CRABP2;RYK;GBA2;LIMK1"
"Diencephalon Development",1.72887143517901,0.0169957335220166,"WNT5A;SEMA5A;HES1;NDNF;NRP1;SMO;ALDH1A2;CDH1;NR4A2;INHBB;KCNC1;NRP2"
"Regulation of Non Canonical Wnt Signaling Pathway",1.79222742971895,0.0170139775805579,"WNT5A;SFRP4;DAAM2;ZNRF3;NKD1;SFRP5;DACT1;CSNK1E"
"Negative Regulation of Gene Expression Epigenetic",1.52761263210832,0.0174333243394721,"ERI2;PHC1;CBX4;CENPA;PHF2;CREBZF;KDM5A;MIS18BP1;PHF8;PHF1;BRCA1;ING2;CBX2;HDAC5;DNMT3A;CDK2;CHEK1;SETDB1;ZNF512;SMARCA2;PHF19;MOV10L1;MIS18A;PPM1D;BCOR;TDRD12;ATRX;LMNA;RING1;CIZ1;EHMT2;ZNF512B;TRIM28;L3MBTL1;RBM15B;CBX6;TDRD3;CBX7;CBX8;ZNF304;BCORL1;CENPV;WT1;L3MBTL2;SIRT1;CTCF;KDM2B;HMGA2;TNRC18;SPIN1;SIN3A;MAX;DNMT1;HNRNPU;RB1;HDAC8;BAHD1;TPR;IFI16;UBR5;BEND3;EHMT1;MBD2;CDKN2B-AS1;EED;KAT8;HELLS"
"Positive Regulation of Mirna Metabolic Process",1.69814864501545,0.0174333243394721,"ATOH8;FOS;TGFB2;JUN;PDGFB;SMAD6;MYOCD;DNM3OS;MYB;EGR1;IL10;SMAD1;KLF4;TP53;TEAD1;EGFR;POU2F1;NOTCH3;SRF;SMAD4;RELA;WT1;AGT"
"Regulation of Extent of Cell Growth",1.64463563577117,0.0174644659077744,"WNT5A;SEMA5A;CDH4;SEMA7A;CDKL5;NRP1;PTPRS;SEMA6C;BCL11A;TTL;PAK1;ULK2;GDI1;FN1;CDH1;SEMA3A;BMPR2;MAG;CRABP2;RYK;LIMK1;ULK1;ZFYVE27;SRF;DIP2B"
"Ventricular Septum Morphogenesis",1.74207294247328,0.0174644659077744,"SOX4;HES1;ZFPM2;SAV1;VANGL2;TGFB2;HEYL;GJA5;TBX3;BMPR2;APLNR;FGFR2;SMAD4"
"Organic Anion Transport",-1.35929285089319,0.017808412761307,"CROT;SLC2A1;UCP2;PLIN2;NR1H4;SLC2A6;FABP3;SLC7A5;SLC6A8;SLC16A3;GOT2;TRPC4;SFXN1;MGST1;PTGES;CYB5R4;PLEKHA8P1;SLC16A7;KCNK1;PDPN;SLC17A5;SLC15A4;APOE;SLC1A2;FABP5;SLC46A1;LRRC8D;SLC38A5;SLC4A4;ACSL1;ACSL3;EPM2A;SLC25A18;SLC25A1;PANX1;SLC39A6;NMB;SLC33A1;SLC26A6;SLC39A14;SLC7A6;PSAP;SLC43A3;RGS2;SLC1A5;SLC16A1;SLCO4C1;ACSL4;FIS1;SLC35D1;SLC2A8;LRRC8B;SLC25A16;RAB3GAP1;SLC38A6;SLC12A2;LYN;PSEN1;AKR1C1;SLC25A20"
"Lung Alveolus Development",1.73585720433737,0.0181454885141254,"HOPX;IGF1;IGFBP5;MYOCD;LTBP3;NKIRAS2;COL6A1;ABCA12;FOSL2;FOXP2;BMPR2;HS6ST1;CLDN18;TGFB3;ASXL1;PDGFA;GATA6;SMPD3;FGFR2"
"Regulation of Axonogenesis",1.61514057856648,0.0183531718934949,"WNT5A;SEMA5A;CDH4;UST;SEMA7A;PAK3;ROBO3;CDKL5;NRP1;PTPRS;TIAM2;SEMA6C;SKIL;BCL11A;KIF13B;PAK1;ULK2;PLXNB1;GDI1;FN1;BRSK1;CDH1;CHODL;BMPR2;NTRK2;MAG;CRABP2;RYK;LIMK1;ULK1;SYNGAP1;CNTN2;ZFYVE27;SRF;DIP2B"
"Ribosome Assembly",-1.70765125083628,0.0185868988400604,"RPF2;C1QBP;NIP7;NPM1;RRP7A;RPL38;MRTO4;NDUFAB1;RPS28;NSUN4;RPL5;RPSA;RPS6;MTG1;MRPS2;PRKDC;RPS14;EIF5B;RPS19;RPL11;XRCC5;FASTKD2;RPS27L;TUFM"
"Intracellular Sterol Transport",-1.80216582026497,0.019071634377567,"PCSK9;STAR;ANXA2;STARD4;ABCA1;ARL8B;OSBP;NUS1;TMEM97"
"Regulation of Axon Extension",1.6704345773457,0.0192124013436449,"WNT5A;SEMA5A;CDH4;SEMA7A;CDKL5;NRP1;PTPRS;SEMA6C;BCL11A;TTL;PAK1;GDI1;FN1;CDH1;SEMA3A;BMPR2;MAG;RYK;LIMK1;ZFYVE27;SRF;DIP2B"
"Regulation of Heart Rate by Cardiac Conduction",1.7636892070389,0.0192996843289515,"JUP;CAMK2D;ANK2;ACE;DSP;GJA5;KCNQ1;CACNB2;SCN5A;AKAP9;KCNJ5;CACNA1G;CTNNA3;SCN3B;CACNA1C"
"Mesenchymal Cell Proliferation",1.76223627997697,0.0195420033439087,"WNT5A;DCHS1;DCHS2;LRP5;HAND2;SMO;FGFR1;FOXP2;SOX9;LMNA;CTNNBIP1;PDGFA;FGFR2"
"Telomerase Rna Localization",-1.90912950832783,0.0210170776696064,"DKC1;RUVBL1;SHQ1;CCT5;NHP2;CCT8;CCT3;CCT7;NOP10;RUVBL2"
"Tissue Remodeling",1.5708005704922,0.0210170776696064,"FSHR;NDP;TNFSF11;LRP5;IGF1;TGFB2;IGFBP5;HAND2;SEMA3C;ACE;GJA5;JAG1;LTBP3;CSPG4;NPR3;COL6A1;AXL;FOSL2;BMPR2;TNFAIP3;MDK;MMP14;ACP5;AGER;ACVR2B;CLDN18;EXT1;GPNMB;F2R;CHD7;IL18;YPEL4;CAPN1"
"Regulation of Mirna Metabolic Process",1.64790586988324,0.0210283178415216,"ATOH8;FOS;TGFB2;JUN;PDGFB;SMAD6;MYOCD;DNM3OS;MYB;EGR1;IL10;SMAD1;KLF4;TP53;TEAD1;EGFR;SOX9;POU2F1;NOTCH3;ZNF512B;SRF;SMAD4;ESR1;RELA;WT1;AGT"
"Regulation of Actin Filament Based Process",1.45141877838191,0.0223598495711242,"SEMA5A;PLEKHH2;LIMCH1;JUP;ARHGAP28;CAMK2D;PAK3;ARHGEF10L;DAAM2;KANK1;VANGL2;FSCN1;HIP1R;TGFB2;ARHGAP6;PICK1;NRP1;FCHSD1;KANK2;PLEKHG2;ANK2;SSH3;EPS8;BCAS3;DSP;GPM6B;GJA5;CGNL1;PIK3CA;SORBS3;SCN5A;PIK3R1;NGEF;TTC8;PAK1;TMOD2;ARHGAP44;SPTBN2;WASH3P;ACTG1;INPP5K;TMOD1;ARHGEF18;CNN2;TESK1;CDC42EP1;GBA2;LIMK1;STAU2;CD47;DVL2;AKAP9;TGFB3;CIT;TMSB4X;ASAP3;FERMT2;AVIL;FLNA;PDGFA;DVL3;ARHGEF19;WASF3;NCK2;CLASP1;SMAD4;CTNNA3;AMOT;CACNA1C;TJP1;CELSR1;RHOBTB1;SYNPO2L;VILL;EFNA5;BAIAP2L1"
"Autonomic Nervous System Development",1.78685896219322,0.0225392222436456,"SOX4;HES1;EGR2;NRP1;HAND2;VCAM1;FN1;EDNRB;PHACTR4;SEMA3A;NRP2;FZD3"
"Regulation of Mitotic Cell Cycle",1.37969236776588,0.0226502652694455,"SIK1;HES1;BUB1;PIM1;LRP5;TTK;UBE2C;MKI67;IGF1;DPF3;CDKN1C;BIRC5;CENPE;BUB1B;PDGFB;KANK2;CCND2;INSR;ANLN;DUSP1;RCC2;SMARCC2;IER3;TTL;STK33;PLK1;DLGAP5;BRCA1;CDKN2C;DACT1;BCL2;ZFP36L2;BCL7A;FOXM1;MBTPS1;CDK2;IL10;FGFR1;ESPL1;KIF14;CDK1;BRSK1;CHEK1;ZWINT;DPF2;CDC20;SMARCA2;PKIA;KLF4;TP53;DGKZ;HSPA2;SKA3;AMBRA1;ORC1;NFE2L1;MDC1;CDK9;FOXG1;TMEM8B;PHIP;RBM46;FBXO5;CTDSP2;PLK3;EGFR;MAD2L2;CDK5RAP3;MUS81;AATF;RAD51B;BRD7;HECW2;CENPF;ERCC2;CDC25B;L3MBTL1;PKN2;GPNMB;BRCA2;CDC14A;FZD3;NUSAP1;CUL9;KLHL18;SMPD3;FANCD2;ARID2;DTL;USP44;PPP1R9B;DBF4B;FZR1;FOXO4;RFWD3;CDC6;BARD1;PTCH1;ANGEL2;MAD1L1;MASTL;E2F7;HUS1B;AKT1;CHMP4C;ANAPC2;RBBP8;ARID1B;INCENP;SH2B1;NEK2;FBXO31;MEPCE;ARID1A;PKD1;TOM1L2;LCMT1;E2F1;NDC80;CCNB1;UIMC1;SIRT1;FOXN3;EME1;XPC;CDC7;TRIM39"
"Modified Amino Acid Metabolic Process",-1.51654909441664,0.0227689462007476,"CROT;IDH1;DUOXA2;PLOD1;OSBPL10;SLC6A8;DUOX2;GOT2;P4HB;SOD2;ETHE1;PCYOX1;PARK7;MTHFD1L;LPCAT3;SLC1A2;PCYOX1L;SLC46A1;GGH;GCLM;GSTT2;TG;GSTT1;MTHFD1;GLO1;SLC25A16;GSTP1;ABHD12B;SARDH;BHMT2;GCNT4;GPX1;ATIC;FTCD;PLOD2;TMLHE;MTHFD2;GAMT;CKMT2;VNN2;HAGH;ARL6IP5;VNN1;POR;CRYAB;PLOD3;ABHD16B;MTHFD2L;SOD1;SHMT2;ABCC2"
